Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Safety, tolerability, and immunogenicity of a recombinant adenovirus type-5 vectored COVID-19 vaccine: a dose-escalation, open-label, non-randomised, first-in-human trial","Zhu, Feng-Cai; Li, Yu-Hua; Guan, Xu-Hua; Hou, Li-Hua; Wang, Wen-Juan; Li, Jing-Xin; Wu, Shi-Po; Wang, Bu-Sen; Wang, Zhao; Wang, Lei; Jia, Si-Yue; Jiang, Hu-Dachuan; Wang, Ling; Jiang, Tao; Hu, Yi; Gou, Jin-Bo; Xu, Sha-Bei; Xu, Jun-Jie; Wang, Xue-Wen; Wang, Wei; Chen, Wei",,,,LANCET,JUN 13 2020,2020,395,10240,,,,1845,1854,,10.1016/S0140-6736(20)31208-3,,,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
Effect of Convalescent Plasma Therapy on Time to Clinical Improvement in Patients With Severe and Life-threatening COVID-19 A Randomized Clinical Trial,"Li, Ling; Zhang, Wei; Hu, Yu; Tong, Xunliang; Zheng, Shangen; Yang, Juntao; Kong, Yujie; Ren, Lili; Wei, Qing; Mei, Heng; Hu, Caiying; Tao, Cuihua; Yang, Ru; Wang, Jue; Yu, Yongpei; Guo, Yong; Wu, Xiaoxiong; Xu, Zhihua; Zeng, Li; Xiong, Nian; Chen, Lifeng; Wang, Juan; Man, Ning; Liu, Yu; Xu, Haixia; Deng, E.; Zhang, Xuejun; Li, Chenyue; Wang, Conghui; Su, Shisheng; Zhang, Linqi; Wang, Jianwei; Wu, Yanyun; Liu, Zhong",,,,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,AUG 4 2020,2020,324,5,,,,460,470,,10.1001/jama.2020.10044,,,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
"Safety and immunogenicity of the ChAdOx1 nCoV-19 vaccine against SARS-CoV-2: a preliminary report of a phase 1/2, single-blind, randomised controlled trial","Folegatti, Pedro M.; Ewer, Katie J.; Aley, Parvinder K.; Angus, Brian; Becker, Stephan; Belij-Rammerstorfer, Sandra; Bellamy, Duncan; Bibi, Sagida; Bittaye, Mustapha; Clutterbuck, Elizabeth A.; Dold, Christina; Faust, Saul N.; Finn, Adam; Flaxman, Amy L.; Hallis, Bassam; Heath, Paul; Jenkin, Daniel; Lazarus, Rajeka; Makinson, Rebecca; Minassian, Angela M.; Pollock, Katrina M.; Ramasamy, Maheshi; Robinson, Hannah; Snape, Matthew; Tarrant, Richard; Voysey, Merryn; Green, Catherine; Douglas, Alexander D.; Hill, Adrian V. S.; Lambe, Teresa; Gilbert, Sarah C.; Pollard, Andrew J.",Oxford COVID Vaccine Trial Grp,,,LANCET,AUG 15 2020,2020,396,10249,,,,467,478,,10.1016/S0140-6736(20)31604-4,,,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
Safety and immunogenicity from a Phase I trial of inactivated severe acute respiratory syndrome coronavirus vaccine,"Lin, Jiang-Tao; Zhong, Jian-San; Su, Nan; Xu, Jion-Guo; Wang, Nan; Chen, Jiang-Ting; Chen, Xin; Liu, Yu-Xuan; Gao, Hong; Jia, Yu-Ping; Liu, Yan; Sun, Rui-Huo; Wang, Xu; Yu, Dong-Zheng; Hai, Rong; Gao, Qiang; Ning, Ye; Wang, Hong-Xig; Li, Ma-Chao; Kan, Biao; Dong, Guan-Mu; An, Qi; Wang, Ying-Qun; Han, Jun; Qin, Chuan; Yin, Wei-Dong; Dong, Xiao-Ping",,,,ANTIVIRAL THERAPY,2007,2007,12,7,,,,1107,1113,,,,,58,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,3,1,3,1,0,3,3,0,2,30,0
Clinical trials on drug repositioning for COVID-19 treatment,"Viveiros Rosa, Sandro G.; Santos, Wilson C.",,,,REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH,2020,2020,44,,,,,,,e40,10.26633/RPSP.2020.40,,,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
"Safety and immunogenicity of an anti-Middle East respiratory syndrome coronavirus DNA vaccine: a phase 1, open-label, single-arm, dose-escalation trial","Modjarrad, Kayvon; Roberts, Christine C.; Mills, Kristin T.; Castellano, Amy R.; Paolino, Kristopher; Muthumani, Kar; Reuschel, Emma L.; Robb, Merlin L.; Racine, Trina; Oh, Myoung-don; lamarre, Claude; Zaidi, Faraz I.; Boyer, Jean; Kudchodkar, Sagar B.; Jeong, Moonsup; Darden, Janice M.; Park, Young K.; Scott, Paul T.; Remigio, Celine; Parikh, Ajay P.; Wise, Megan C.; Patel, Ami; Duperret, Elizabeth K.; Kim, Kevin Y.; Choi, Hyeree; White, Scott; Bagarazzi, Mark; May, Jeanine M.; Kane, Deborah; Lee, Hyojin; Kobinger, Gary; Michael, Nelson L.; Weiner, David B.; Thomas, Stephen J.; Maslow, Joel N.",,,,LANCET INFECTIOUS DISEASES,SEP 2019,2019,19,9,,,,1013,1022,,10.1016/S1473-3099(19)30266-X,,,57,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,0
Oral pleconaril treatment of picornavirus-associated viral respiratory illness in adults: efficacy and tolerability in Phase II clinical trials,"Hayden, FG; Coats, T; Kim, K; Hassman, HA; Blatter, MM; Zhang, B; Liu, SY",,,,ANTIVIRAL THERAPY,MAR 2002,2002,7,1,,,,53,65,,,40th ICAAC Meeting,"SEP, 2000",44,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,6,5,5,2,1,0,4,0,1,0,2,1,2,3,1,0,0
A FIELD TRIAL TO EVALUATE THE EFFICACY OF A COMBINED ROTAVIRUS-CORONAVIRUS ESCHERICHIA-COLI VACCINE IN DAIRY-CATTLE,"WALTNERTOEWS, D; MARTIN, SW; MEEK, AH; MCMILLAN, I; CROUCH, CF",,,,CANADIAN JOURNAL OF COMPARATIVE MEDICINE-REVUE CANADIENNE DE MEDECINE COMPAREE,1985,1985,49,1,,,,1,9,,,,,43,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,4,1,4,0,1,0,0,3,0,4,1,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,2,2,1,1,0
Treatment of Middle East respiratory syndrome with a combination of lopinavir/ritonavir and interferon-beta 1b (MIRACLE trial): statistical analysis plan for a recursive two-stage group sequential randomized controlled trial,"Arabi, Yaseen M.; Asiri, Ayed Y.; Assiri, Abdullah M.; Aziz Jokhdar, Hani A.; Alothman, Adel; Balkhy, Hanan H.; AlJohani, Sameera; Al Harbi, Shmeylan; Kojan, Suleiman; Al Jeraisy, Majed; Deeb, Ahmad M.; Memish, Ziad A.; Ghazal, Sameeh; Al Faraj, Sarah; Al-Hameed, Fahad; AlSaedi, Asim; Mandourah, Yasser; Al Mekhlafi, Ghaleb A.; Sherbeeni, Nisreen Murad; Elzein, Fatehi Elnour; Almotairi, Abdullah; Al Bshabshe, Ali; Kharaba, Ayman; Jose, Jesna; Al Harthy, Abdulrahman; Al Sulaiman, Mohammed; Mady, Ahmed; Fowler, Robert A.; Hayden, Frederick G.; Al-Dawood, Abdulaziz; Abdelzaher, Mohamed; Bajhmom, Wail; Hussein, Mohamed A.",Saudi Critical Care Trials Grp,,,TRIALS,JAN 3 2020,2020,21,1,,,,,,8,10.1186/s13063-019-3846-x,,,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
"Immunogenicity and safety of a recombinant adenovirus type-5-vectored COVID-19 vaccine in healthy adults aged 18 years or older: a randomised, double-blind, placebo-controlled, phase 2 trial","Zhu, Feng-Cai; Guan, Xu-Hua; Li, Yu-Hua; Huang, Jian-Ying; Jiang, Tao; Hou, Li-Hua; Li, Jing-Xin; Yang, Bei-Fang; Wang, Ling; Wang, Wen-Juan; Wu, Shi-Po; Wang, Zhao; Wu, Xiao-Hong; Xu, Jun-Jie; Zhang, Zhe; Jia, Si-Yue; Wang, Bu-Sen; Hu, Yi; Liu, Jing-Jing; Zhang, Jun; Qian, Xiao-Ai; Li, Qiong; Pan, Hong-Xing; Jiang, Hu-Dachuan; Deng, Peng; Gou, Jin-Bo; Wang, Xue-Wen; Wang, Xing-Huan; Chen, Wei",,,,LANCET,AUG 15 2020,2020,396,10249,,,,479,488,,10.1016/S0140-6736(20)31605-6,,,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
A comprehensive microbiological safety approach for agarose encapsulated porcine islets intended for clinical trials,"Gazda, Lawrence S.; Collins, James; Lovatt, Archie; Holdcraft, Robert W.; Morin, Merribeth J.; Galbraith, Daniel; Graham, Melanie; Laramore, Melissa A.; Maclean, Christine; Black, John; Milne, Euan W.; Marthaler, Douglas G.; Vinerean, Horatiu V.; Michalak, Michelle M.; Hoffer, Deborah; Richter, Steven; Hall, Richard D.; Smith, Barry H.",,,,XENOTRANSPLANTATION,NOV-DEC 2016,2016,23,6,,,,444,463,,10.1111/xen.12277,,,27,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,3,5,0
"Ruxolitinib in treatment of severe coronavirus disease 2019 (COVID-19): A multicenter, single-blind, randomized controlled trial","Cao, Yang; Wei, Jia; Zou, Liang; Jiang, Tiebin; Wang, Gaoxiang; Chen, Liting; Huang, Liang; Meng, Fankai; Huang, Lifang; Wang, Na; Zhou, Xiaoxi; Luo, Hui; Mao, Zekai; Chen, Xing; Xie, Jungang; Liu, Jing; Cheng, Hui; Zhao, Jianping; Huang, Gang; Wang, Wei; Zhou, Jianfeng",,,,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,JUL 2020,2020,146,1,,,,137,+,,10.1016/j.jaci.2020.05.019,,,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"Safety and immunogenicity of a candidate Middle East respiratory syndrome coronavirus viral-vectored vaccine: a dose-escalation, open-label, non-randomised, uncontrolled, phase 1 trial","Folegatti, Pedro M.; Bittaye, Mustapha; Flaxman, Amy; Lopez, Fernando Ramos; Bellamy, Duncan; Kupke, Alexandra; Mair, Catherine; Makinson, Rebecca; Sheridan, Jonathan; Rohde, Cornelius; Halwe, Sandro; Jeong, Yuji; Park, Young-Shin; Kim, Jae-Ouk; Song, Manki; Boyd, Amy; Tran, Nguyen; Silman, Daniel; Poulton, Ian; Datoo, Mehreen; Marshall, Julia; Themistocleous, Yrene; Lawrie, Alison; Roberts, Rachel; Berrie, Eleanor; Becker, Stephan; Lambe, Teresa; Hill, Adrian; Ewer, Katie; Gilbert, Sarah",,,,LANCET INFECTIOUS DISEASES,JUL 2020,2020,20,7,,,,816,826,,10.1016/S1473-3099(20)30160-2,,,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
Diagnosis and Treatment Protocol for Novel Coronavirus Pneumonia (Trial Version 7),[Anonymous],,,,CHINESE MEDICAL JOURNAL,MAY 5 2020,2020,133,9,,,,1087,1095,,10.1097/CM9.0000000000000819,,,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
A randomized controlled trial of low-dose recombinant human interferons alpha-2b nasal spray to prevent acute viral respiratory infections in military recruits,"Gao, LuLu; Yu, Shouyi; Chen, Qing; Duan, Zhaojun; Zhou, Jie; Mao, Chen; Yu, Dexian; Zhu, Wenchang; Nie, Jun; Hou, Yunde",,,,VACCINE,JUN 17 2010,2010,28,28,,,,4445,4451,,10.1016/j.vaccine.2010.03.062,,,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,0,1,2,0,2,3,0
Effectiveness of glucocorticoid therapy in patients with severe coronavirus disease 2019: protocol of a randomized controlled trial,"Qin, Yuan-Yuan; Zhou, Yi-Hong; Lu, Yan-Qiu; Sun, Feng; Yang, Sen; Harypursat, Vijay; Chen, Yao-Kai",,,,CHINESE MEDICAL JOURNAL,MAY 5 2020,2020,133,9,,,,1080,1086,,10.1097/CM9.0000000000000791,,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Effect of Colchicine vs Standard Care on Cardiac and Inflammatory Biomarkers and Clinical Outcomes in Patients Hospitalized With Coronavirus Disease 2019 The GRECCO-19 Randomized Clinical Trial,"Deftereos, Spyridon G.; Giannopoulos, Georgios; Vrachatis, Dimitrios A.; Siasos, Gerasimos D.; Giotaki, Sotiria G.; Gargalianos, Panagiotis; Metallidis, Simeon; Sianos, George; Baltagiannis, Stefanos; Panagopoulos, Periklis; Dolianitis, Konstantinos; Randou, Efthalia; Syrigos, Konstantinos; Kotanidou, Anastasia; Koulouris, Nikolaos G.; Milionis, Haralampos; Sipsas, Nikolaos; Gogos, Charalampos; Tsoukalas, George; Olympios, Christoforos D.; Tsagalou, Eleftheria; Migdalis, Ilias; Gerakari, Styliani; Angelidis, Christos; Alexopoulos, Dimitrios; Davlouros, Pericles; Hahalis, George; Kanonidis, Ioannis; Katritsis, Demosthenes; Kolettis, Theofilos; Manolis, Antonios S.; Michalis, Lampros; Naka, Katerina K.; Pyrgakis, Vlasios N.; Toutouzas, Konstantinos P.; Triposkiadis, Filippos; Tsioufis, Konstantinos; Vavouranakis, Emmanouil; Martinez-Dolz, Luis; Reimers, Bernhard; Stefanini, Giulio G.; Cleman, Michael; Goudevenos, John; Tsiodras, Sotirios; Tousoulis, Dimitrios; Iliodromitis, Efstathios; Mehran, Roxana; Dangas, George; Stefanadis, Christodoulos",GRECCO-19 Investigators,,,JAMA NETWORK OPEN,JUN 24 2020,2020,3,6,,,,,,e2013136,10.1001/jamanetworkopen.2020.13136,,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"Safety and immunogenicity of a modified vaccinia virus Ankara vector vaccine candidate for Middle East respiratory syndrome: an open -label, phase 1 trial","Koch, Till; Dahlke, Christine; Fathi, Anahita; Kupke, Alexandra; Kraehling, Verena; Okba, Nisreen M. A.; Halwe, Sandro; Rohde, Cornelius; Eickmann, Markus; Volz, Asisa; Hesterkamp, Thomas; Jambrecina, Alen; Borregaard, Saskia; Ly, My L.; Zinser, Madeleine E.; Bartels, Etienne; Poetsch, Joseph S. H.; Neumann, Reza; Fux, Robert; Schmiedel, Stefan; Lohse, Ansgar W.; Haagmans, Bart L.; Sutter, Gerd; Becker, Stephan; Addo, Marylyn M.",,,,LANCET INFECTIOUS DISEASES,JUL 2020,2020,20,7,,,,827,838,,10.1016/S1473-3099(20)30248-6,,,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Clinical trials and novel pathogens: Lessons learned from SARS,"Muller, MP; McGeer, A; Straus, SE; Hawryluck, L; Gold, WL",,,,EMERGING INFECTIOUS DISEASES,MAR 2004,2004,10,3,,,,389,394,,,,,16,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,3,1,0,0,1,0,0,0,0,0,0,4,0
"No effect of a homeopathic preparation on neonatal calf diarrhoea in a randomised double-blind, placebo-controlled clinical trial","de Verdier, K; Ohagen, P; Alenius, S",,,,ACTA VETERINARIA SCANDINAVICA,2003,2003,44,1-2,,,,97,101,,10.1186/1751-0147-44-97,,,16,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2,0,1,1,0,1,2,1,0,0,1,0,0
COVID-19 vaccines: breaking record times to first-in-human trials,"Kim, Young Chan; Dema, Barbara; Reyes-Sandoval, Arturo",,,,NPJ VACCINES,APR 30 2020,2020,5,1,,,,,,34,10.1038/s41541-020-0188-3,,,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
A cluster-randomised controlled trial to test the efficacy of facemasks in preventing respiratory viral infection among Hajj pilgrims,"Wang, Mandy; Barasheed, Osamah; Rashid, Harunor; Booy, Robert; El Bashir, Haitham; Haworth, Elizabeth; Ridda, Iman; Holmes, Edward C.; Dwyer, Dominic E.; Jonathan Nguyen-Van-Tam; Memish, Ziad A.; Heron, Leon",,,,JOURNAL OF EPIDEMIOLOGY AND GLOBAL HEALTH,JUN 2015,2015,5,2,,,,181,189,,10.1016/j.jegh.2014.08.002,,,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,1,0
Statistical Issues and Recommendations for Clinical Trials Conducted During the COVID-19 Pandemic,"Meyer, R. Daniel; Ratitch, Bohdana; Wolbers, Marcel; Marchenko, Olga; Quan, Hui; Li, Daniel; Fletcher, Christine; Li, Xin; Wright, David; Shentu, Yue; Englert, Stefan; Shen, Wei; Dey, Jyotirmoy; Liu, Thomas; Zhou, Ming; Bohidar, Norman; Zhao, Peng-Liang; Hale, Michael",,,,STATISTICS IN BIOPHARMACEUTICAL RESEARCH,,2020,,,,,,,,,10.1080/19466315.2020.1779122,,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
A Call for Randomized Controlled Trials to Test the Efficacy of Chloroquine and Hydroxychloroquine as Therapeutics against Novel Coronavirus Disease (COVID-19),"Keshtkar-Jahromi, Maryam; Bavari, Sina",,,,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,MAY 2020,2020,102,5,,,,932,933,,10.4269/ajtmh.20-0230,,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
